ticker,period_end,available_at,revenue,revenue_growth,operating_margin,accession,prior_accession,revenue_tag,derivation,subtract_accession,operating_accession
CRM,2021-07-31,2021-08-28,6340000000,0.23082896524946617,0.05236593059936909,0001108524-21-000047,0001108524-20-000041,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001108524-21-000047
CRWD,2021-07-31,2021-09-02,337690000,0.6971820013971886,-0.140374307797092,0001535527-21-000022,0001535527-20-000019,RevenueFromContractWithCustomerIncludingAssessedTax,direct_quarter,,0001535527-21-000022
MDB,2021-07-31,2021-09-04,198747000,0.43726903913046633,-0.3649413576053978,0001441816-21-000192,0001441816-20-000176,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001441816-21-000192
SNOW,2021-07-31,2021-09-03,272198000,1.0443726764054229,-0.7352772614053006,0001640147-21-000212,0001640147-21-000212,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001640147-21-000212
VEEV,2021-07-31,2021-09-04,455594000,0.2881422064390995,0.27354179379008503,0001393052-21-000034,0001628279-20-000207,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001393052-21-000034
WDAY,2021-07-31,2021-08-27,1260361000,0.18681748114583607,-0.0008886342881126915,0001327811-21-000133,0001327811-20-000129,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001327811-21-000133
ZS,2021-07-31,2021-09-17,197074000,0.5654833302882745,-0.34198828866314174,0001713683-21-000175,0001713683-20-000163,RevenueFromContractWithCustomerExcludingAssessedTax,annual_minus_9m,0001713683-21-000096,0001713683-21-000175
ADBE,2021-09-03,2021-09-30,3935000000,0.22015503875969,0.3662007623888183,0000796343-21-000210,0000796343-20-000201,Revenues,direct_quarter,,0000796343-21-000210
DDOG,2021-09-30,2021-11-06,270488000,0.7487506061095845,-0.01809692112034545,0001561550-21-000026,0001564590-20-053609,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001561550-21-000026
HUBS,2021-09-30,2021-11-04,339195000,0.4851894826718042,-0.04400713453912941,0000950170-21-002844,0001564590-20-051449,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0000950170-21-002844
NET,2021-09-30,2021-11-06,172347000,0.5096704682819151,-0.1537247529693003,0001477333-21-000045,0001477333-20-000042,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001477333-21-000045
NOW,2021-09-30,2021-10-29,1512000000,0.31253190181705803,0.04894179894179894,0001373715-21-000292,0001373715-20-000257,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001373715-21-000292
CRM,2021-10-31,2021-12-03,6863000000,0.26646982838162026,0.005536937199475448,0001108524-21-000055,0001108524-20-000047,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001108524-21-000055
CRWD,2021-10-31,2021-12-03,380051000,0.6349092316957756,-0.10594367598032896,0001535527-21-000028,0001535527-20-000025,RevenueFromContractWithCustomerIncludingAssessedTax,direct_quarter,,0001535527-21-000028
MDB,2021-10-31,2021-12-09,226893000,0.5048848916568835,-0.3383445060006258,0001441816-21-000242,0001441816-20-000233,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001441816-21-000242
SNOW,2021-10-31,2021-12-04,334441000,1.0951799228186236,-0.4702503580601661,0001640147-21-000271,0001640147-20-000023,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001640147-21-000271
VEEV,2021-10-31,2021-12-04,476111000,0.261157716565259,0.27873332059120665,0001393052-21-000040,0001628280-20-017286,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001393052-21-000040
WDAY,2021-10-31,2021-11-19,1327263000,0.20010036529350073,0.018040885642107103,0001327811-21-000174,0001327811-20-000167,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001327811-21-000174
ZS,2021-10-31,2021-12-09,230517000,0.616778184572655,-0.3226269646056473,0001713683-21-000238,0001713683-20-000193,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001713683-21-000238
ADBE,2021-12-03,2022-01-22,4110000000,0.2003504672897196,0.3652068126520681,0000796343-22-000032,0000796343-21-000004,Revenues,annual_minus_9m,0000796343-21-000210,0000796343-22-000032
DDOG,2021-12-31,2022-02-26,326198000,0.8374143107400962,0.025919840097118927,0001561550-22-000009,0001564590-21-009770,RevenueFromContractWithCustomerExcludingAssessedTax,annual_minus_9m,0001561550-21-000026,0001561550-22-000009
HUBS,2021-12-31,2022-02-15,369309000,0.46513399321603566,-0.02230652380526876,0000950170-22-001221,0001564590-21-006083,RevenueFromContractWithCustomerExcludingAssessedTax,annual_minus_9m,0000950170-21-002844,0000950170-22-001221
NET,2021-12-31,2022-03-02,193596000,0.5373790956593556,-0.21211182049215893,0001477333-22-000008,0001477333-21-000009,RevenueFromContractWithCustomerExcludingAssessedTax,annual_minus_9m,0001477333-21-000045,0001477333-22-000008
NOW,2021-12-31,2022-02-04,1614000000,0.2908592131677237,0.02168525402726146,0001373715-22-000024,0001373715-21-000061,RevenueFromContractWithCustomerExcludingAssessedTax,annual_minus_9m,0001373715-21-000292,0001373715-22-000024
CRM,2022-01-31,2022-03-12,7326000000,0.2594120680763281,-0.024024024024024024,0001108524-22-000013,0001108524-21-000014,RevenueFromContractWithCustomerExcludingAssessedTax,annual_minus_9m,0001108524-21-000055,0001108524-22-000013
CRWD,2022-01-31,2022-03-17,431010000,0.6268887135798649,-0.054601981392543096,0001535527-22-000006,0001535527-21-000007,RevenueFromContractWithCustomerIncludingAssessedTax,annual_minus_9m,0001535527-21-000028,0001535527-22-000006
MDB,2022-01-31,2022-03-19,266494000,0.5584535582079428,-0.2950122704451132,0001441816-22-000059,0001441816-21-000051,RevenueFromContractWithCustomerExcludingAssessedTax,annual_minus_9m,0001441816-21-000242,0001441816-22-000059
SNOW,2022-01-31,2022-03-31,383774000,1.0149318772477884,-0.3961420002397244,0001640147-22-000023,0001640147-21-000073,RevenueFromContractWithCustomerExcludingAssessedTax,annual_minus_9m,0001640147-21-000271,0001640147-22-000023
VEEV,2022-01-31,2022-03-31,485499000,0.22365605490458984,0.24658753159120822,0001393052-22-000017,0001393052-21-000015,RevenueFromContractWithCustomerExcludingAssessedTax,annual_minus_9m,0001393052-21-000040,0001393052-22-000017
WDAY,2022-01-31,2022-03-01,1376141000,0.21601171351720083,-0.07336602862642709,0001327811-22-000030,0001327811-21-000020,RevenueFromContractWithCustomerExcludingAssessedTax,annual_minus_9m,0001327811-21-000174,0001327811-22-000030
ZS,2022-01-31,2022-03-10,255563000,0.6273337408624335,-0.3284199982000524,0001713683-22-000029,0001713683-21-000037,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001713683-22-000029
ADBE,2022-03-04,2022-03-31,4262000000,0.09142125480153651,0.3707179727827311,0000796343-22-000099,0000796343-21-000069,Revenues,direct_quarter,,0000796343-22-000099
DDOG,2022-03-31,2022-05-07,363030000,0.828415151927232,0.02868633446271658,0001561550-22-000026,0001561550-21-000007,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001561550-22-000026
HUBS,2022-03-31,2022-05-06,395599000,0.40599932472055866,-0.028195217884777263,0000950170-22-007919,0001564590-21-024171,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0000950170-22-007919
NET,2022-03-31,2022-05-06,212167000,0.5368295244648871,-0.188643851305811,0001477333-22-000031,0001477333-21-000026,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001477333-22-000031
NOW,2022-03-31,2022-04-29,1722000000,0.26617647058823524,0.050522648083623695,0001373715-22-000134,0001373715-21-000114,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001373715-22-000134
CRM,2022-04-30,2022-06-02,7411000000,0.24283078987087037,0.002698691134799622,0001108524-22-000022,0001108524-21-000030,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001108524-22-000022
CRWD,2022-04-30,2022-06-04,487834000,0.610847865065397,-0.048957227253532964,0001535527-22-000012,0001535527-21-000013,RevenueFromContractWithCustomerIncludingAssessedTax,direct_quarter,,0001535527-22-000012
MDB,2022-04-30,2022-06-04,285447000,0.5714293578789746,-0.26603887937165216,0001441816-22-000109,0001441816-21-000095,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001441816-22-000109
SNOW,2022-04-30,2022-06-04,422371000,0.845107769730117,-0.44691988796579313,0001640147-22-000044,0001640147-21-000122,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001640147-22-000044
VEEV,2022-04-30,2022-06-04,505102000,0.16497567883608988,0.2527647881022051,0001393052-22-000025,0001393052-21-000028,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001393052-22-000025
WDAY,2022-04-30,2022-05-27,1434657000,0.22095039032946318,-0.050773808652521124,0001327811-22-000091,0001327811-21-000054,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001327811-22-000091
ZS,2022-04-30,2022-06-10,286807000,0.6258531552572504,-0.3019347505465348,0001713683-22-000056,0001713683-21-000096,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001713683-22-000056
ADBE,2022-06-03,2022-06-30,4386000000,0.14367666232073018,0.348609211126311,0000796343-22-000157,0000796343-21-000159,Revenues,direct_quarter,,0000796343-22-000157
DDOG,2022-06-30,2022-08-09,406138000,0.7389841104008152,-0.007728900029054164,0001561550-22-000038,0001561550-21-000018,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001561550-22-000038
HUBS,2022-06-30,2022-08-05,421755000,0.35705046526892925,-0.12388709084658155,0000950170-22-014846,0000950170-21-000805,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0000950170-22-014846
NET,2022-06-30,2022-08-05,234517000,0.5385427874143858,-0.2752081938622786,0001477333-22-000048,0001477333-21-000036,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001477333-22-000048
NOW,2022-06-30,2022-07-29,1752000000,0.24343506032647277,0.012557077625570776,0001373715-22-000241,0001373715-21-000202,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001373715-22-000241
CRM,2022-07-31,2022-08-26,7720000000,0.21766561514195581,0.025,0001108524-22-000041,0001108524-21-000047,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001108524-22-000041
CRWD,2022-07-31,2022-09-01,535153000,0.5847463650093281,-0.09026764308524851,0001535527-22-000018,0001535527-21-000022,RevenueFromContractWithCustomerIncludingAssessedTax,direct_quarter,,0001535527-22-000018
MDB,2022-07-31,2022-09-03,303660000,0.5278721188244351,-0.378196008693934,0001441816-22-000164,0001441816-21-000192,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001441816-22-000164
SNOW,2022-07-31,2022-09-02,497248000,0.8267878529599777,-0.41776336958620247,0001640147-22-000084,0001640147-21-000212,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001640147-22-000084
VEEV,2022-07-31,2022-09-03,534218000,0.17257470467126423,0.18923360875148348,0001393052-22-000036,0001393052-21-000034,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001393052-22-000036
WDAY,2022-07-31,2022-08-26,1535798000,0.21853818072758524,-0.02218911601655947,0001327811-22-000154,0001327811-21-000133,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001327811-22-000154
ZS,2022-07-31,2022-09-16,318059000,0.6139064513837442,-0.2594770152707517,0001713683-22-000081,0001713683-21-000175,RevenueFromContractWithCustomerExcludingAssessedTax,annual_minus_9m,0001713683-22-000056,0001713683-22-000081
ADBE,2022-09-02,2022-09-29,4433000000,0.12655654383735704,0.33476201218136703,0000796343-22-000196,0000796343-21-000210,Revenues,direct_quarter,,0000796343-22-000196
DDOG,2022-09-30,2022-11-05,436533000,0.6138719647452013,-0.0717975502424788,0001561550-22-000045,0001561550-21-000026,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001561550-22-000045
HUBS,2022-09-30,2022-11-03,443958000,0.30885773670012817,-0.07255866545934525,0000950170-22-021289,0000950170-21-002844,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0000950170-22-021289
NET,2022-09-30,2022-11-04,253857000,0.4729412174276315,-0.1809955998849746,0001477333-22-000060,0001477333-21-000045,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001477333-22-000060
NOW,2022-09-30,2022-10-28,1831000000,0.21097883597883604,0.0496996176952485,0001373715-22-000330,0001373715-21-000292,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001373715-22-000330
CRM,2022-10-31,2022-12-02,7837000000,0.14192044295497586,0.05869592956488452,0001108524-22-000060,0001108524-21-000055,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001108524-22-000060
CRWD,2022-10-31,2022-12-01,580882000,0.5284317104809617,-0.09713160332046784,0001535527-22-000025,0001535527-21-000028,RevenueFromContractWithCustomerIncludingAssessedTax,direct_quarter,,0001535527-22-000025
MDB,2022-10-31,2022-12-09,333621000,0.4703891261519748,-0.24855449746868452,0001441816-22-000193,0001441816-21-000242,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001441816-22-000193
SNOW,2022-10-31,2022-12-03,557028000,0.6655493794122131,-0.369853939119757,0001640147-22-000100,0001640147-21-000271,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001640147-22-000100
VEEV,2022-10-31,2022-12-08,552351000,0.16013072581813903,0.21979502164384604,0001393052-22-000048,0001393052-21-000040,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001393052-22-000048
WDAY,2022-10-31,2022-11-30,1599103000,0.2048124599269323,-0.016459852804978792,0001327811-22-000184,0001327811-21-000174,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001327811-22-000184
ZS,2022-10-31,2022-12-08,355548000,0.5423938364632543,-0.19431131661547807,0001713683-22-000123,0001713683-21-000238,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001713683-22-000123
ADBE,2022-12-02,2023-01-18,4525000000,0.1009732360097324,0.33259668508287293,0000796343-23-000007,0000796343-22-000032,Revenues,annual_minus_9m,0000796343-22-000196,0000796343-23-000007
DDOG,2022-12-31,2023-02-25,469399000,0.4390002391185721,-0.073770928357325,0001561550-23-000006,0001561550-22-000009,RevenueFromContractWithCustomerExcludingAssessedTax,annual_minus_9m,0001561550-22-000045,0001561550-23-000006
HUBS,2022-12-31,2023-02-17,469656000,0.27171555526672786,-0.02871037525337694,0000950170-23-003077,0000950170-22-001221,RevenueFromContractWithCustomerExcludingAssessedTax,annual_minus_9m,0000950170-22-021289,0000950170-23-003077
NET,2022-12-31,2023-02-25,274700000,0.4189342755015599,-0.1845322169639607,0001477333-23-000017,0001477333-22-000008,RevenueFromContractWithCustomerExcludingAssessedTax,annual_minus_9m,0001477333-22-000060,0001477333-23-000017
NOW,2022-12-31,2023-02-01,1940000000,0.2019826517967782,0.07989690721649484,0001373715-23-000035,0001373715-22-000024,RevenueFromContractWithCustomerExcludingAssessedTax,annual_minus_9m,0001373715-22-000330,0001373715-23-000035
CRM,2023-01-31,2023-03-09,8384000000,0.14441714441714448,0.04258110687022901,0001108524-23-000011,0001108524-22-000013,RevenueFromContractWithCustomerExcludingAssessedTax,annual_minus_9m,0001108524-22-000060,0001108524-23-000011
CRWD,2023-01-31,2023-03-10,637367000,0.4787754344446764,-0.09649071884801064,0001535527-23-000008,0001535527-22-000006,RevenueFromContractWithCustomerIncludingAssessedTax,annual_minus_9m,0001535527-22-000025,0001535527-23-000008
MDB,2023-01-31,2023-03-18,361312000,0.35579787912673466,-0.20190029669648393,0001441816-23-000027,0001441816-22-000059,RevenueFromContractWithCustomerExcludingAssessedTax,annual_minus_9m,0001441816-22-000193,0001441816-23-000027
SNOW,2023-01-31,2023-03-30,589012000,0.5347887037683636,-0.40703754762211974,0001640147-23-000030,0001640147-22-000023,RevenueFromContractWithCustomerExcludingAssessedTax,annual_minus_9m,0001640147-22-000100,0001640147-23-000030
VEEV,2023-01-31,2023-03-31,563389000,0.1604328742180725,0.1933353331357197,0001393052-23-000025,0001393052-22-000017,RevenueFromContractWithCustomerExcludingAssessedTax,annual_minus_9m,0001393052-22-000048,0001393052-23-000025
WDAY,2023-01-31,2023-02-28,1646260000,0.19628729904857134,-0.05403642195036021,0001327811-23-000024,0001327811-22-000030,RevenueFromContractWithCustomerExcludingAssessedTax,annual_minus_9m,0001327811-22-000184,0001327811-23-000024
ZS,2023-01-31,2023-03-09,387598000,0.51664364559815,-0.16831356198948394,0001713683-23-000030,0001713683-22-000029,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001713683-23-000030
ADBE,2023-03-03,2023-03-30,4655000000,0.09221022993899575,0.3407089151450054,0000796343-23-000055,0000796343-22-000099,Revenues,direct_quarter,,0000796343-23-000055
DDOG,2023-03-31,2023-05-06,481714000,0.32692614935404785,-0.07259494222713062,0001561550-23-000023,0001561550-22-000026,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001561550-23-000023
HUBS,2023-03-31,2023-05-04,501620000,0.26800118301613507,-0.08924484669670268,0000950170-23-017259,0000950170-22-007919,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0000950170-23-017259
NET,2023-03-31,2023-04-28,290175000,0.36767263523545135,-0.16290858964418023,0001477333-23-000043,0001477333-22-000031,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001477333-23-000043
NOW,2023-03-31,2023-04-28,2096000000,0.21718931475029035,0.06870229007633588,0001373715-23-000166,0001373715-22-000134,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001373715-23-000166
CRM,2023-04-30,2023-06-02,8247000000,0.11280528943462431,0.049957560324966656,0001108524-23-000023,0001108524-22-000022,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001108524-23-000023
CRWD,2023-04-30,2023-06-02,692580000,0.4197042436566536,-0.0280920615668948,0001535527-23-000014,0001535527-22-000012,RevenueFromContractWithCustomerIncludingAssessedTax,direct_quarter,,0001535527-23-000014
MDB,2023-04-30,2023-06-03,368280000,0.2901869699103512,-0.18612740306288694,0001441816-23-000087,0001441816-22-000109,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001441816-23-000087
SNOW,2023-04-30,2023-06-03,623599000,0.47642475454043964,-0.4381629861497533,0001640147-23-000102,0001640147-22-000044,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001640147-23-000102
VEEV,2023-04-30,2023-06-03,526325000,0.04201725592058625,0.11690495416330214,0001393052-23-000034,0001393052-22-000025,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001393052-23-000034
WDAY,2023-04-30,2023-05-26,1684312000,0.17401720411220234,-0.011755541728610852,0001327811-23-000078,0001327811-22-000091,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001327811-23-000078
ZS,2023-04-30,2023-06-08,418800000,0.4602154061790682,-0.13310888252148997,0001713683-23-000059,0001713683-22-000056,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001713683-23-000059
ADBE,2023-06-02,2023-06-29,4816000000,0.0980392156862746,0.3372093023255814,0000796343-23-000153,0000796343-22-000157,Revenues,direct_quarter,,0000796343-23-000153
DDOG,2023-06-30,2023-08-10,509460000,0.2544012133806737,-0.04319475523102893,0001561550-23-000039,0001561550-22-000038,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001561550-23-000039
HUBS,2023-06-30,2023-08-03,529138000,0.2546099038541334,-0.22394725005575106,0000950170-23-037236,0000950170-22-014846,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0000950170-23-037236
NET,2023-06-30,2023-08-04,308494000,0.3154440829449465,-0.18208457863037855,0001477333-23-000056,0001477333-22-000048,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001477333-23-000056
NOW,2023-06-30,2023-07-28,2150000000,0.22716894977168955,0.05441860465116279,0001373715-23-000325,0001373715-22-000241,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001373715-23-000325
CRM,2023-07-31,2023-09-01,8603000000,0.11437823834196892,0.17156805765430663,0001108524-23-000040,0001108524-22-000041,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001108524-23-000040
CRWD,2023-07-31,2023-09-01,731626000,0.36713425880075423,-0.021012101811581328,0001535527-23-000020,0001535527-22-000018,RevenueFromContractWithCustomerIncludingAssessedTax,direct_quarter,,0001535527-23-000020
MDB,2023-07-31,2023-09-02,423791000,0.3956102219587696,-0.11563011012503804,0001441816-23-000168,0001441816-22-000164,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001441816-23-000168
SNOW,2023-07-31,2023-09-01,674018000,0.35549665358131155,-0.4234412137361317,0001640147-23-000199,0001640147-22-000084,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001640147-23-000199
VEEV,2023-07-31,2023-09-02,590225000,0.1048392229389501,0.17628700919141005,0001393052-23-000051,0001393052-22-000036,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001393052-23-000051
WDAY,2023-07-31,2023-08-25,1786766000,0.16341211539538403,0.020291968842030796,0001327811-23-000150,0001327811-22-000154,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001327811-23-000150
ZS,2023-07-31,2023-09-15,455006000,0.4305710575710795,-0.09791519232713415,0001713683-23-000113,0001713683-22-000081,RevenueFromContractWithCustomerExcludingAssessedTax,annual_minus_9m,0001713683-23-000059,0001713683-23-000113
ADBE,2023-09-01,2023-09-28,4890000000,0.1030904579291676,0.34703476482617585,0000796343-23-000205,0000796343-22-000196,Revenues,direct_quarter,,0000796343-23-000205
DDOG,2023-09-30,2023-11-08,547536000,0.2542831813402424,-0.007725519417901288,0001561550-23-000055,0001561550-22-000045,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001561550-23-000055
HUBS,2023-09-30,2023-11-09,557557000,0.2558778082611419,-0.036663516017196446,0000950170-23-061183,0000950170-22-021289,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0000950170-23-061183
NET,2023-09-30,2023-11-03,335603000,0.322015938106887,-0.11684043348837764,0001477333-23-000064,0001477333-22-000060,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001477333-23-000064
NOW,2023-09-30,2023-10-27,2288000000,0.24959038776624798,0.10096153846153846,0001373715-23-000419,0001373715-22-000330,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001373715-23-000419
CRM,2023-10-31,2023-12-01,8720000000,0.11267066479520227,0.17213302752293577,0001108524-23-000048,0001108524-22-000060,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001108524-23-000048
CRWD,2023-10-31,2023-11-30,786014000,0.35313884747676805,0.004024101351884317,0001535527-23-000026,0001535527-22-000025,RevenueFromContractWithCustomerIncludingAssessedTax,direct_quarter,,0001535527-23-000026
MDB,2023-10-31,2023-12-08,432938000,0.29769409000032976,-0.10443989670576387,0001441816-23-000248,0001441816-22-000193,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001441816-23-000248
SNOW,2023-10-31,2023-12-02,734173000,0.31801812476213054,-0.3549885381238482,0001640147-23-000260,0001640147-22-000100,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001640147-23-000260
VEEV,2023-10-31,2023-12-08,616505000,0.11614716004859238,0.20841517911452462,0001393052-23-000066,0001393052-22-000048,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001393052-23-000066
WDAY,2023-10-31,2023-11-29,1865675000,0.1667009567238633,0.04709019523764857,0001327811-23-000202,0001327811-22-000184,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001327811-23-000202
ZS,2023-10-31,2023-12-07,496703000,0.39700687389607037,-0.09272543149527987,0001713683-23-000171,0001713683-22-000123,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001713683-23-000171
ADBE,2023-12-01,2024-01-18,5048000000,0.1155801104972376,0.3452852614896989,0000796343-24-000006,0000796343-23-000007,Revenues,annual_minus_9m,0000796343-23-000205,0000796343-24-000006
DDOG,2023-12-31,2024-02-24,589649000,0.2561786454594066,0.04704832875151149,0001561550-24-000009,0001561550-23-000006,RevenueFromContractWithCustomerExcludingAssessedTax,annual_minus_9m,0001561550-23-000055,0001561550-24-000009
HUBS,2023-12-31,2024-02-15,581915000,0.23902388130887298,-0.04184116236907452,0000950170-24-015277,0000950170-23-003077,RevenueFromContractWithCustomerExcludingAssessedTax,annual_minus_9m,0000950170-23-061183,0000950170-24-015277
NET,2023-12-31,2024-02-22,362473000,0.3195231161266836,-0.11815776623362292,0001477333-24-000013,0001477333-23-000017,RevenueFromContractWithCustomerExcludingAssessedTax,annual_minus_9m,0001477333-23-000064,0001477333-24-000013
NOW,2023-12-31,2024-01-26,2437000000,0.25618556701030926,0.1107919573245794,0001373715-24-000030,0001373715-23-000035,RevenueFromContractWithCustomerExcludingAssessedTax,annual_minus_9m,0001373715-23-000419,0001373715-24-000030
CRM,2024-01-31,2024-03-07,9287000000,0.10770515267175562,0.17465274038979217,0001108524-24-000005,0001108524-23-000011,RevenueFromContractWithCustomerExcludingAssessedTax,annual_minus_9m,0001108524-23-000048,0001108524-24-000005
CRWD,2024-01-31,2024-03-08,845335000,0.3262923872745216,0.03509969420407294,0001535527-24-000007,0001535527-23-000008,RevenueFromContractWithCustomerIncludingAssessedTax,annual_minus_9m,0001535527-23-000026,0001535527-24-000007
MDB,2024-01-31,2024-03-16,458002000,0.2676080506598175,-0.15494692162916318,0001441816-24-000049,0001441816-23-000027,RevenueFromContractWithCustomerExcludingAssessedTax,annual_minus_9m,0001441816-23-000248,0001441816-24-000049
SNOW,2024-01-31,2024-03-27,774699000,0.31525164173225684,-0.35562844407957156,0001640147-24-000101,0001640147-23-000030,RevenueFromContractWithCustomerExcludingAssessedTax,annual_minus_9m,0001640147-23-000260,0001640147-24-000101
VEEV,2024-01-31,2024-03-26,630618000,0.11932962837400085,0.2144943531583304,0001393052-24-000013,0001393052-23-000025,RevenueFromContractWithCustomerExcludingAssessedTax,annual_minus_9m,0001393052-23-000066,0001393052-24-000013
WDAY,2024-01-31,2024-03-09,1922247000,0.1676448434633655,0.040935426092484475,0001327811-24-000044,0001327811-23-000024,RevenueFromContractWithCustomerExcludingAssessedTax,annual_minus_9m,0001327811-23-000202,0001327811-24-000044
ZS,2024-01-31,2024-03-07,524999000,0.3544935732382519,-0.08658492682843205,0001713683-24-000041,0001713683-23-000030,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001713683-24-000041
ADBE,2024-03-01,2024-03-28,5182000000,0.11321160042964551,0.17502894635275956,0000796343-24-000065,0000796343-23-000055,Revenues,direct_quarter,,0000796343-24-000065
DDOG,2024-03-31,2024-05-09,611253000,0.26891267432542953,0.019625261552908533,0001561550-24-000051,0001561550-23-000023,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001561550-24-000051
HUBS,2024-03-31,2024-05-11,617414000,0.2308400781468043,-0.037629532210153964,0000950170-24-057772,0000950170-23-017259,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0000950170-24-057772
NET,2024-03-31,2024-05-03,378602000,0.3047367967605754,-0.14408270426463674,0001477333-24-000050,0001477333-23-000043,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001477333-24-000050
